property_type,property_address,property_price,property_extras,property_image,property_details_link,last_updated_at_UTC
"1 bed studio, City Centre","104 Mary Street, City centre, Sheffield, S14RU",From £135 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A1fe6a564-fb4f-4e5f-9094-f6558fd0f4be/0-1604923318116.jpg",https://www.accommodationforstudents.com/property/177524,08-Dec-2021 18:58:08
"1 bed studio, Near University","Milnbank Road, Near university, Dundee, DD15QF",From £69 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3Ad26363e8-88b6-4015-9c1b-45ab3d619a4e/0-1635412254084.jpg",https://www.accommodationforstudents.com/property/177031,08-Dec-2021 18:58:08
"1 bed flat, Central","Hyde Park Road, Central, Plymouth, PL34RJ",From £240 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/104177_Main.jpg",https://www.accommodationforstudents.com/property/104177,08-Dec-2021 18:58:08
"1 bed studio, Central","22 Constantine Street, Central, Plymouth, PL48AF",From £135 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/189875_Main.jpg",https://www.accommodationforstudents.com/property/189875,08-Dec-2021 18:58:08
"1 bed studio, Mutley Plain","Cheltenham Place, Mutley plain, Plymouth, PL47DZ",From £200 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/187699_Main.jpg",https://www.accommodationforstudents.com/property/187699,08-Dec-2021 18:58:08
"1 bed house, Mutley","Ermington Terrace, Mutley, Plymouth, PL46GQ",From £200 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/191081_Main.jpg",https://www.accommodationforstudents.com/property/191081,08-Dec-2021 18:58:08
"1 bed house, Mutley","Cheltenham Place, Mutley, Plymouth, PL47DZ",From £200 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/188659_Main.jpg",https://www.accommodationforstudents.com/property/188659,08-Dec-2021 18:58:08
"1 bed flat, Central","The Crescent, Central, Plymouth, PL13AB",From £200 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/189795_Main.jpg",https://www.accommodationforstudents.com/property/189795,08-Dec-2021 18:58:08
"1 bed flat, Rusholme","Platt Lane, Rusholme, Manchester, M147PY",From £175 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A27039e50-dd6b-47e4-a5b4-6598cec8de35/1-1635430942384.jpg",https://www.accommodationforstudents.com/property/252880,08-Dec-2021 18:58:08
"5 bed house, Teeside University","Jedburgh Street, Teeside University, Middlesbrough, TS12HX",From £95 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3Aa0c3792c-56a1-44f3-a5d9-49a3ea7fa0f7/0-1638977487997.jpg",https://www.accommodationforstudents.com/property/252109,08-Dec-2021 18:58:08
"1 bed flat, Longsight","Dickenson road, Longsight, Manchester, M130NG",From £138 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3Afcfcb742-40ec-4292-b8b7-157b3f3ea635/6-1613401507460.jpg",https://www.accommodationforstudents.com/property/40968,08-Dec-2021 18:58:08
"1 bed flat, Longsight","Dickenson road, Longsight, Manchester, M130NG",From £144 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3Afcfcb742-40ec-4292-b8b7-157b3f3ea635/1-1609947238550.jpg",https://www.accommodationforstudents.com/property/73495,08-Dec-2021 18:58:08
"1 bed studio, Highfields","Humberstone Gate, Highfields, Leicester, LE13PL",From £120 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A53320ede-d363-4b68-9ba2-10ee14cf0808/0-1636997439039.JPG",https://www.accommodationforstudents.com/property/255135,08-Dec-2021 18:58:08
"1 bed studio, Highfields","London Road, Highfields, Leicester, LE21ND",From £200 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A08a6fdd5-657c-42cd-b457-763d1333ac61/6-1638964250033.png",https://www.accommodationforstudents.com/property/255420,08-Dec-2021 18:58:08
"1 bed studio, Canterbury","Northgate (Studio), Canterbury, Canterbury, CT1 1BE",From £155 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://images.portalimages.com/24929/31107175/image/s2/637726682950252639/56607911b8ab8d284ab425d95a7289870c42e406.jpg",https://www.accommodationforstudents.com/property/AGT24929_31107175,08-Dec-2021 18:58:08
"1 bed flat, Trafford","17, Talbot Road, Trafford, Manchester, M160QQ",From £175 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/61782_595712_Kitchen.jpg",https://www.accommodationforstudents.com/property/61782,08-Dec-2021 18:58:08
"1 bed studio, Other","Chester Road, Other, Manchester, M169HU",From £138 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/61776_Main.jpg",https://www.accommodationforstudents.com/property/61776,08-Dec-2021 18:58:08
"1 bed flat, Trafford","Chester Road, Trafford, Manchester, M169HU",From £184 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/70388_595703_Living Room .jpg",https://www.accommodationforstudents.com/property/70388,08-Dec-2021 18:58:08
"1 bed flat, Newland Avenue","Newland Avenue, Newland avenue, Hull, HU52ND",From £145 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/181156_Main.jpg",https://www.accommodationforstudents.com/property/181156,08-Dec-2021 18:58:08
"1 bed studio, City Centre","De Montfort Street, City Centre, Leicester, LE17AJ",From £180 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A07405c9c-db6d-4172-b0e3-563d43f9b96a/0-1628863190409.jpeg",https://www.accommodationforstudents.com/property/254284,08-Dec-2021 18:58:08
"1 bed studio, City Centre","De Montfort Street, City Centre, Leicester, LE17AJ",From £189 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A07405c9c-db6d-4172-b0e3-563d43f9b96a/0-1630320181714.jpeg",https://www.accommodationforstudents.com/property/254287,08-Dec-2021 18:58:08
"3 bed house, Ashbourne Rd Area","Manchester st, Ashbourne rd area, Derby, DE223GD",From £87 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A897f751b-09fc-459c-ac44-bd1b48e5cb5a/0-1620732695694.JPG",https://www.accommodationforstudents.com/property/187331,08-Dec-2021 18:58:08
"1 bed flat, Leicester","Fleetwood Road, Leicester, Leicester, LE2 1YA",From £139 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://images.portalimages.com/37788/31149248/image/s2/637744321713667984/bc3796a07e79741cd225d885ba8914695b75d51a.jpg",https://www.accommodationforstudents.com/property/AGT92102_31149248,08-Dec-2021 18:58:08
"1 bed studio, Plymouth","Napier Terrace, Plymouth, Plymouth, PL4 6ER",From £105 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://images.portalimages.com/36851/31032619/image/s2/637700285983944976/9043d9037aa70c310a9c9da0319ac2eaf9d26fe1.jpg",https://www.accommodationforstudents.com/property/AGT36851_31032619,08-Dec-2021 18:58:08
"1 bed flat, Swansea","0ystermouth road, Swansea, Swansea, SA13UL",From £200 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/62903_281618_Lounge views.jpg",https://www.accommodationforstudents.com/property/62903,08-Dec-2021 18:58:08
"1 bed flat, Newcastle Upon Tyne","Centralofts, Newcastle Upon Tyne, Newcastle, NE1 4AL",From £202 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://alto-live.s3.amazonaws.com/4d5fcTSkJ6bJCY3ezfjkYeuMjNo/duFNKxKN7JG24hGWqppoA5Lt7Yc/Photo/[3]/pyaguywcPkmgo2Qol1r64Q.jpg",https://www.accommodationforstudents.com/property/AGT22834_31137493,08-Dec-2021 18:58:08
"1 bed flat, Newcastle Upon Tyne","A2 Westgate Road, Newcastle Upon Tyne, Newcastle, NE4 6AL",From £185 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://alto-live.s3.amazonaws.com/4d5fcTSkJ6bJCY3ezfjkYeuMjNo/duFNKxKN7JG24hGWqppoA5Lt7Yc/Photo/[3]/j5OagQZbqEecae7IlpZ0Qg.jpg",https://www.accommodationforstudents.com/property/AGT22834_31137285,08-Dec-2021 18:58:08
"1 bed studio, Newcastle Upon Tyne","A1 Westgate Road, Newcastle Upon Tyne, Newcastle, NE4 6AL",From £173 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://alto-live.s3.amazonaws.com/4d5fcTSkJ6bJCY3ezfjkYeuMjNo/duFNKxKN7JG24hGWqppoA5Lt7Yc/Photo/[3]/Ts71c3usB0qCCPCxwnu7Ng.jpg",https://www.accommodationforstudents.com/property/AGT22834_31137260,08-Dec-2021 18:58:08
"1 bed flat, Newcastle Upon Tyne","Victoria Chambers, Newcastle Upon Tyne, Newcastle, NE1 5JG",From £170 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://alto-live.s3.amazonaws.com/4d5fcTSkJ6bJCY3ezfjkYeuMjNo/duFNKxKN7JG24hGWqppoA5Lt7Yc/Photo/[3]/m02bzuLx-kqRlMhlFra0Cw.jpg",https://www.accommodationforstudents.com/property/AGT22834_31148832,08-Dec-2021 18:58:08
"1 bed flat, Newcastle Upon Tyne","Victoria Chambers, Newcastle Upon Tyne, Newcastle, NE1 5JG",From £167 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://alto-live.s3.amazonaws.com/4d5fcTSkJ6bJCY3ezfjkYeuMjNo/duFNKxKN7JG24hGWqppoA5Lt7Yc/Photo/[3]/8QHNe6vIMEanoSw2bM2rLQ.jpg",https://www.accommodationforstudents.com/property/AGT22834_29699359,08-Dec-2021 18:58:08
"1 bed flat, Newcastle Upon Tyne","Victoria Chambers, Newcastle Upon Tyne, Newcastle, NE1 5JG",From £167 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://alto-live.s3.amazonaws.com/4d5fcTSkJ6bJCY3ezfjkYeuMjNo/duFNKxKN7JG24hGWqppoA5Lt7Yc/Photo/[3]/NveU70wDRkKqNf8xkd2JsA.jpg",https://www.accommodationforstudents.com/property/AGT22834_31148863,08-Dec-2021 18:58:08
"1 bed flat, Newcastle Upon Tyne","Victoria Chambers, Newcastle Upon Tyne, Newcastle, NE1 5JG",From £156 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://alto-live.s3.amazonaws.com/4d5fcTSkJ6bJCY3ezfjkYeuMjNo/duFNKxKN7JG24hGWqppoA5Lt7Yc/Photo/[3]/r7c4ElQ3B0ySGVuJgmoo8A.jpg",https://www.accommodationforstudents.com/property/AGT22834_31148776,08-Dec-2021 18:58:08
"1 bed studio, Newcastle Upon Tyne","Westgate Road, Newcastle Upon Tyne, Newcastle, NE4 6AL",From £158 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://alto-live.s3.amazonaws.com/4d5fcTSkJ6bJCY3ezfjkYeuMjNo/duFNKxKN7JG24hGWqppoA5Lt7Yc/Photo/[3]/badoZHxBZEOiQdB2QRX6bA.jpg",https://www.accommodationforstudents.com/property/AGT22834_31137470,08-Dec-2021 18:58:08
"1 bed studio, Newcastle Upon Tyne","The Bruce Building, Newcastle Upon Tyne, Newcastle, NE1 7RY",From £152 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://alto-live.s3.amazonaws.com/4d5fcTSkJ6bJCY3ezfjkYeuMjNo/duFNKxKN7JG24hGWqppoA5Lt7Yc/Photo/[3]/tmAMgcEk9UaKxfXWCQ4gvQ.jpg",https://www.accommodationforstudents.com/property/AGT22834_30827219,08-Dec-2021 18:58:08
"1 bed house, Newcastle Upon Tyne","Windmill Court, Newcastle Upon Tyne, Newcastle, NE2 4BA",From £144 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://alto-live.s3.amazonaws.com/4d5fcTSkJ6bJCY3ezfjkYeuMjNo/duFNKxKN7JG24hGWqppoA5Lt7Yc/Photo/[3]/zLh5gOEtDkagl5llCZdeTw.jpg",https://www.accommodationforstudents.com/property/AGT22834_31142584,08-Dec-2021 18:58:08
"1 bed house, Stoke On Trent","Cauldon Road, Stoke-on-Trent, Stoke, ST4 2ED",From £70 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://images.portalimages.com/29679/30679439/image/s2/637744853981629442/8cdd77d6af6fd1b5eb12db0f0e0c3eca102cf3ca.jpg",https://www.accommodationforstudents.com/property/AGT29679_30679439,08-Dec-2021 18:58:08
"1 bed house, Stoke On Trent","Boughey Road, Stoke-on-Trent, Stoke, ST4 2BB",From £70 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://images.portalimages.com/29679/31106318/image/s2/637744847548422865/f2babaffbb96ffecfc00cfbf8a292f31af55a4d9.jpg",https://www.accommodationforstudents.com/property/AGT29679_31106318,08-Dec-2021 18:58:08
"1 bed house, Stoke On Trent","Norfolk Street, Stoke-on-Trent, Stoke, ST1 4PB",From £60 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://images.portalimages.com/29679/31097254/image/s2/637722346676551520/c5dd2b808d7d6a3e7a2a2660d2eb7bca4fd1146a.jpg",https://www.accommodationforstudents.com/property/AGT29679_31097254,08-Dec-2021 18:58:08
"1 bed house, Stoke On Trent","Seaford Street, Stoke-on-Trent, Stoke, ST4 2ET",From £52 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://images.portalimages.com/29679/30041946/image/s2/637655875835771251/0a49f61d01d9958da62551dfdf0374b38b3705c3.jpg",https://www.accommodationforstudents.com/property/AGT29679_30041946,08-Dec-2021 18:58:08
"1 bed studio, LEEDS","MOOR VIEW, LEEDS, LEEDS, LS6 1AQ",From £156 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://www.parklaneproperties.com/assets/properties/7043/FrhqFjibUE-7OIly7yHOjg.jpg",https://www.accommodationforstudents.com/property/AGT06214_7043,08-Dec-2021 18:58:08
"1 bed house, Stoke On Trent","Queen Anne Street, Stoke-on-Trent, Stoke, ST4 2EQ",From £70 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://images.portalimages.com/29679/30940027/image/s2/637667092871142433/aa30f4bb5593b406994eecfc60b4e6a171e0b376.jpg",https://www.accommodationforstudents.com/property/AGT29679_30940027,08-Dec-2021 18:58:08
"1 bed flat, LEEDS","BURLEY ROAD, LEEDS, LEEDS, LS3 1JP",From £150 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://www.parklaneproperties.com/assets/properties/7044/Z5Zew7f1fk-RrgBmOW35Aw.jpg",https://www.accommodationforstudents.com/property/AGT06214_7044,08-Dec-2021 18:58:08
"1 bed house, Stoke On Trent","Ashford Street, Stoke-on-Trent, Stoke, ST4 2EN",From £50 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://images.portalimages.com/29679/31121136/image/s2/637731974801898064/eaa0532d3f666b9f5fa5b09be742c7c977db1dc7.jpg",https://www.accommodationforstudents.com/property/AGT29679_31121136,08-Dec-2021 18:58:08
"1 bed studio, LEEDS","SPRING ROAD, LEEDS, LEEDS, LS6 1AD",From £160 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://www.parklaneproperties.com/assets/properties/7053/91f868a7f5d3cccecfa955c614586f56.JPG",https://www.accommodationforstudents.com/property/AGT06214_7053,08-Dec-2021 18:58:08
"1 bed house, South Yorkshire","33 Montgomery Terrace Road, South Yorkshire, Sheffield, S6 3BW",From £98 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://mafproperties.10ninety.co.uk/PortalExports/DisplayImage/4911?at=637425227600000000",https://www.accommodationforstudents.com/property/AGT18284_RL0082B-2,08-Dec-2021 18:58:08
"1 bed studio, LEEDS","VICTORIA TERRACE, LEEDS, LEEDS, LS3 1BX",From £172 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://www.parklaneproperties.com/assets/properties/7071/8c-ROOvqe0OXrJqR3tFc8Q.jpg",https://www.accommodationforstudents.com/property/AGT06214_7071,08-Dec-2021 18:58:08
"3 bed house, City Centre","Riddings Street, City centre, Derby, DE223US",From £98 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/128614_Main.jpg",https://www.accommodationforstudents.com/property/128614,08-Dec-2021 18:58:08
"1 bed studio, LEEDS","HYDE PARK ROAD, LEEDS, LEEDS, LS6 1AH",From £154 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://www.parklaneproperties.com/assets/properties/7085/1a1f3f2f78019ed95e6df4c4da2bc53f.jpg",https://www.accommodationforstudents.com/property/AGT06214_7085,08-Dec-2021 18:58:08
"1 bed flat, Chapel Fields","Hearsall Lane, Chapel Fields, Coventry, CV56HJ",From £168 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A957b0d53-21ac-42d9-bb29-9ff9cc29837d/3-1620917139917.JPG",https://www.accommodationforstudents.com/property/253722,08-Dec-2021 18:58:08
"1 bed studio, LEEDS","HYDE PARK ROAD, LEEDS, LEEDS, LS6 1AH",From £154 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://www.parklaneproperties.com/assets/properties/7091/FoT0pYHjqUO9umiLZ6vX5Q.jpg",https://www.accommodationforstudents.com/property/AGT06214_7091,08-Dec-2021 18:58:08
"1 bed studio, LEEDS","HYDE PARK ROAD, LEEDS, LEEDS, LS6 1AG",From £154 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://www.parklaneproperties.com/assets/properties/7093/27cc20a9e0450a58586a86cbe6335eb2.jpg",https://www.accommodationforstudents.com/property/AGT06214_7093,08-Dec-2021 18:58:08
"1 bed studio, LEEDS","BRUDENELL ROAD, LEEDS, LEEDS, LS6 1HA",From £147 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://www.parklaneproperties.com/assets/properties/7107/3589425734585a914788283cce63074f.JPG",https://www.accommodationforstudents.com/property/AGT06214_7107,08-Dec-2021 18:58:08
"5 bed house, Mount Pleasant","Henrietta Street, Mount Pleasant, Swansea, SA14HN",From £65 pw,Some bills inc,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A03fc48e4-9a97-48c2-90b2-881b3776706c/0-1638449234026.JPG",https://www.accommodationforstudents.com/property/255374,08-Dec-2021 18:58:08
"1 bed flat, LEEDS","BRUDENELL AVENUE, LEEDS, LEEDS, LS6 1HD",From £167 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://www.parklaneproperties.com/assets/properties/7104/243676cce8a20c3c465548c5789b876b.JPG",https://www.accommodationforstudents.com/property/AGT06214_7104,08-Dec-2021 18:58:08
"7 bed house, Langworthy","Seedley Park Road, Langworthy, Salford, M65NX",From £145 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A68fdcdcb-3cbd-4531-8158-d61afd56b9ac/0-1604331389056.jpg",https://www.accommodationforstudents.com/property/251536,08-Dec-2021 18:58:08
"1 bed studio, LEEDS","BROOKFIELD ROAD, LEEDS, LEEDS, LS6 4EJ",From £211 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://www.parklaneproperties.com/assets/properties/7111/mAmpklEltU61_h-6qDSgow.jpg",https://www.accommodationforstudents.com/property/AGT06214_7111,08-Dec-2021 18:58:08
"1 bed flat, University Of Portsmouth","Cottage Grove, University of Portsmouth, Portsmouth, PO51EH",From £174 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A2bf21245-d078-4427-8e10-cda96cc735c5/2-1633623393688.jpg",https://www.accommodationforstudents.com/property/111209,08-Dec-2021 18:58:08
"1 bed flat, LEEDS","BURLEY ROAD, LEEDS, LEEDS, LS3 1JP",From £143 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://www.parklaneproperties.com/assets/properties/7119/deCaijmT9kyI-B7bgB6cag.jpg",https://www.accommodationforstudents.com/property/AGT06214_7119,08-Dec-2021 18:58:08
"6 bed house, Farley Hill","Cross way, Farley Hill, Luton, LU15NA",From £80 pw,Some bills inc,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/11635_Main.jpg",https://www.accommodationforstudents.com/property/11635,08-Dec-2021 18:58:08
"1 bed studio, LEEDS","HYDE PARK ROAD, LEEDS, LEEDS, LS6 1AH",From £156 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://www.parklaneproperties.com/assets/properties/7137/0d43e53a7cde08faa4dd5f3d9cd643d9.jpg",https://www.accommodationforstudents.com/property/AGT06214_7137,08-Dec-2021 18:58:08
"1 bed studio, LEEDS","HYDE PARK ROAD, LEEDS, LEEDS, LS6 1AH",From £154 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://www.parklaneproperties.com/assets/properties/7141/3iJtas0vzESRbNqRqNvuqg.jpg",https://www.accommodationforstudents.com/property/AGT06214_7141,08-Dec-2021 18:58:08
"1 bed studio, Birmingham","17 North Road, Selly Oak, Birmingham B29 6, Birmingham, Birmingham, B29 6AN",From £162 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://estateagentfeeds.com/properties/media/xl/177e32c9135cbd89ce90cb7cebf0270c_0.JPG",https://www.accommodationforstudents.com/property/AGT57329_17NORTHRM4,08-Dec-2021 18:58:08
"1 bed studio, LEEDS","MOOR VIEW, LEEDS, LEEDS, LS6 1AQ",From £165 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://www.parklaneproperties.com/assets/properties/7143/3382f34dd4a9d0a773b40f546d5819bc.jpg",https://www.accommodationforstudents.com/property/AGT06214_7143,08-Dec-2021 18:58:08
"1 bed studio, Birmingham","85 Pershore Road B5 7NX, Birmingham, Birmingham, B5 7NX",From £625 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://estateagentfeeds.com/properties/media/xl/23a51660bf1c5e4a14fcb7d0ad53da57_0.JPG",https://www.accommodationforstudents.com/property/AGT57329_85PER2,08-Dec-2021 18:58:08
"1 bed studio, LEEDS","HYDE PARK ROAD, LEEDS, LEEDS, LS6 1AG",From £154 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://www.parklaneproperties.com/assets/properties/7159/c3429c13e4ed0fe3559c84d0f9ff5aec.jpg",https://www.accommodationforstudents.com/property/AGT06214_7159,08-Dec-2021 18:58:08
"1 bed studio, Birmingham","966 Pershore Road, Selly Pak, B29 7PU, Birmingham, Birmingham, B29 7PU",From £138 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://estateagentfeeds.com/properties/media/xl/72d8c52e8efc6b0e3db32756ee69c9f9_0.JPG",https://www.accommodationforstudents.com/property/AGT57329_966PERSHORE2,08-Dec-2021 18:58:08
"1 bed studio, Birmingham","968 Pershore Road, Selly Pak, B29 7PU, Birmingham, Birmingham, B29 7PU",From £139 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://estateagentfeeds.com/properties/media/xl/fbd60b136e90edeee0ed662a53a7a41c_0.JPG",https://www.accommodationforstudents.com/property/AGT57329_968PERSHORE6,08-Dec-2021 18:58:08
