property_type,property_address,property_price,property_extras,property_image,property_details_link,last_updated_at_UTC
"4 bed house, Kedleston Road","Cowley street, Kedleston road, Derby, DE13SL",From £85 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/107374_Main.jpg",https://www.accommodationforstudents.com/property/107374,08-Dec-2021 18:58:38
"4 bed house, St Thomas","Kinley Street, St Thomas, Swansea, SA18HE",From £67 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A1559e46a-3714-4276-abf2-6d41b924208c/0-1606773360770.jpg",https://www.accommodationforstudents.com/property/250889,08-Dec-2021 18:58:38
"4 bed house, Plymouth","Clifton Place, Plymouth, Plymouth, PL4 8HX",From £85 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://images.portalimages.com/36851/30486668/image/s2/637637223668020008/e3c397c8b5f78370ec830a66557f03a0362d1e17.jpg",https://www.accommodationforstudents.com/property/AGT36851_30486668,08-Dec-2021 18:58:38
"4 bed house, Five Lamps","Chapel street, Five lamps, Derby, DE13GU",From £80 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/107499_Main.jpg",https://www.accommodationforstudents.com/property/107499,08-Dec-2021 18:58:38
"4 bed house, Leicestershire","Warwick Street, Leicestershire, Leicester, LE3 5SF",From £85 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://media2.jupix.co.uk/v3/clients/1919/properties/1368/IMG_1368_2_large.jpg",https://www.accommodationforstudents.com/property/AGT14214_10191900137410783,08-Dec-2021 18:58:38
"4 bed house, City Centre","Sun street, City centre, Derby, DE223UL",From £69 pw,Some bills inc,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3Ad07fb46f-3523-4f59-b6a6-a31662418728/0-1603191635612.JPEG",https://www.accommodationforstudents.com/property/107506,08-Dec-2021 18:58:38
"4 bed house, Layerthorpe","Blakeney Place, Layerthorpe, York, YO103HZ",From £145 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3Aa2b74d87-e0fb-428a-969d-f18425f0f86f/5-1634032589071.jpg",https://www.accommodationforstudents.com/property/254180,08-Dec-2021 18:58:38
"4 bed house, City Centre","Jackson Street, City centre, Derby, DE223SA",From £59 pw,Some bills inc,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/107512_Main.jpg",https://www.accommodationforstudents.com/property/107512,08-Dec-2021 18:58:38
"4 bed house, Leicester","Ullswater Street, Leicester, Leicester, LE2 7DU",From £65 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://media2.jupix.co.uk/v3/clients/1919/properties/1082/IMG_1082_7_large.jpg",https://www.accommodationforstudents.com/property/AGT14214_10191900108610497,08-Dec-2021 18:58:38
"4 bed house, City Centre","Macklin street, City centre, Derby, DE11LE",From £69 pw,Some bills inc,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/107504_Main.jpg",https://www.accommodationforstudents.com/property/107504,08-Dec-2021 18:58:38
"4 bed flat, Southsea","Osborne road, Southsea, Portsmouth, PO53LR",From £108 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/84852_Main.jpg",https://www.accommodationforstudents.com/property/84852,08-Dec-2021 18:58:38
"4 bed house, Newland Avenue","Grafton street, Newland avenue, Hull, HU52NR",From £79 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/140850_567136_bedroom.jpg",https://www.accommodationforstudents.com/property/140850,08-Dec-2021 18:58:38
"4 bed house, Five Lamps","Chapel street, Five lamps, Derby, DE13GU",From £80 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3Ad07fb46f-3523-4f59-b6a6-a31662418728/0-1612480776367.jpg",https://www.accommodationforstudents.com/property/107566,08-Dec-2021 18:58:38
"4 bed house, Leicester","Wilberforce Road, Leicester, Leicester, LE3 0DH",From £69 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://media2.jupix.co.uk/v3/clients/656/properties/3833/IMG_3833_7_large.jpg",https://www.accommodationforstudents.com/property/AGT35499_10065600383313391,08-Dec-2021 18:58:38
"4 bed house, Leicester","Cambridge Street, Leicester, Leicester, LE3 0JP",From £75 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://media2.jupix.co.uk/v3/clients/656/properties/3957/IMG_3957_8_large.jpg",https://www.accommodationforstudents.com/property/AGT35499_10065600395713515,08-Dec-2021 18:58:38
"4 bed house, City Centre","Bell St, City centre, Huddersfield, HD46NN",From £83 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3Aa82da361-a77b-4c02-b0fd-ecfac845985b/0-1613414712872.jpg",https://www.accommodationforstudents.com/property/108196,08-Dec-2021 18:58:38
"4 bed house, Highfields","Welland Street, Highfields, Leicester, LE21DP",From £75 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A54315b5f-c3e6-4220-8b51-cee85b74cfaf/0-1623327335632.JPG",https://www.accommodationforstudents.com/property/253897,08-Dec-2021 18:58:38
"4 bed house, Iffley","Chester Street, Iffley, Oxford, OX41SL",From £127 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A7c90c6ff-b465-449a-826e-417ed53a9ff1/0-1609945861959.jpg",https://www.accommodationforstudents.com/property/252367,08-Dec-2021 18:58:38
"4 bed house, Central","Northcote road, Central, Norwich, NR34QE",From £67 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/25291_Main.jpg",https://www.accommodationforstudents.com/property/25291,08-Dec-2021 18:58:38
"4 bed house, Ashbourne Rd Area","Slack lane, Ashbourne rd area, Derby, DE223DY",From £69 pw,Some bills inc,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/107503_Main.jpg",https://www.accommodationforstudents.com/property/107503,08-Dec-2021 18:58:38
"4 bed house, Leicester","Kirby Road, Leicester, Leicester, LE3 6BE",From £70 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://media2.jupix.co.uk/v3/clients/656/properties/127/IMG_127_19_large.jpg",https://www.accommodationforstudents.com/property/AGT35499_10065600012710126,08-Dec-2021 18:58:38
"4 bed house, Selly Oak","Harrow Road, Selly Oak, Birmingham, B297DN",From £125 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A9ed89f6b-ea11-4495-a63c-77f37d4426d8/1-1602763459718.jpg",https://www.accommodationforstudents.com/property/190454,08-Dec-2021 18:58:38
"4 bed flat, City Centre","High Street, City centre, Hull, HU11NQ",From £90 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/188070_Main.jpg",https://www.accommodationforstudents.com/property/188070,08-Dec-2021 18:58:38
"5 bed house, Newland Avenue","Lambert Street, Newland avenue, Hull, HU52SG",From £70 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A10748020-c069-469f-bfef-3b8a248c3f7f/9-1638352827775.jpeg",https://www.accommodationforstudents.com/property/4242,08-Dec-2021 18:58:38
"4 bed house, Selly Oak","Heeley Road, Selly oak, Birmingham, B296EL",From £90 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/187520_Main.jpg",https://www.accommodationforstudents.com/property/187520,08-Dec-2021 18:58:38
"5 bed house, Near University","Pedder Street, Near university, Preston, PR22QH",From £69 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/57899_Main.jpg",https://www.accommodationforstudents.com/property/57899,08-Dec-2021 18:58:38
"4 bed house, Leicester","Barclay Street, Leicester, Leicester, LE3 0JE",From £75 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://media2.jupix.co.uk/v3/clients/656/properties/3956/IMG_3956_1_large.jpg",https://www.accommodationforstudents.com/property/AGT35499_10065600395613514,08-Dec-2021 18:58:38
"4 bed house, Kensington","Sheil road, Kensington, Liverpool, L63AB",From £75 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/74961_Main.jpg",https://www.accommodationforstudents.com/property/74961,08-Dec-2021 18:58:38
"5 bed house, Victoria Park","Argyle Ave, Victoria park, Manchester, M145PX",From £110 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/81678_Main.jpg",https://www.accommodationforstudents.com/property/81678,08-Dec-2021 18:58:38
"4 bed house, Mount Pleasant","monks road, Mount pleasant, Exeter, EX47BQ",From £118 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/180092_Main.jpg",https://www.accommodationforstudents.com/property/180092,08-Dec-2021 18:58:38
"4 bed house, Leicester","Avenue Road Extension, Leicester, Leicester, LE2 3EH",From £95 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://media2.jupix.co.uk/v3/clients/656/properties/4353/IMG_4353_11_large.jpg",https://www.accommodationforstudents.com/property/AGT35499_10065600435313911,08-Dec-2021 18:58:38
"5 bed house, Fallowfield","Albion Road, Fallowfield, Manchester, M146LU",From £110 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3Acf864701-91fb-4153-ab0c-a1d09e056d75/2-1603360573228.JPG",https://www.accommodationforstudents.com/property/187766,08-Dec-2021 18:58:38
"4 bed house, Leicester","Grasmere Street, Leicester, Leicester, LE2 7DA",From £75 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://media2.jupix.co.uk/v3/clients/656/properties/4957/IMG_4957_1_large.jpg",https://www.accommodationforstudents.com/property/AGT35499_10065600495714515,08-Dec-2021 18:58:38
"4 bed house, Leicester","Cambridge Street, Leicester, Leicester, LE3 0JR",From £87 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://media2.jupix.co.uk/v3/clients/656/properties/4911/IMG_4911_1_large.jpg",https://www.accommodationforstudents.com/property/AGT35499_10065600491114469,08-Dec-2021 18:58:38
"5 bed house, Fallowfield","Mabfield Road, Fallowfield, Manchester, M146LP",From £125 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/187695_Main.jpg",https://www.accommodationforstudents.com/property/187695,08-Dec-2021 18:58:38
"4 bed house, Leicester","Blue Fox Close, Leicester, Leicester, LE3 0EE",From £105 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://media2.jupix.co.uk/v3/clients/656/properties/1016/IMG_1016_1_large.jpg",https://www.accommodationforstudents.com/property/AGT35499_10065600101611015,08-Dec-2021 18:58:38
"4 bed house, Primrose Hill","Whitehead lane, Primrose hill, Huddersfield, HD46AS",From £71 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/42695_Main.jpg",https://www.accommodationforstudents.com/property/42695,08-Dec-2021 18:58:38
"5 bed house, Small Heath","Witton Street, Small Heath, Birmingham, B94LH",From £120 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A9ed89f6b-ea11-4495-a63c-77f37d4426d8/7-1638976892273.jpg",https://www.accommodationforstudents.com/property/254735,08-Dec-2021 18:58:38
"4 bed house, Leicester","Westcotes Drive, Leicester, Leicester, LE3 0QS",From £125 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://media2.jupix.co.uk/v3/clients/1919/properties/783/IMG_783_6_large.jpg",https://www.accommodationforstudents.com/property/AGT14214_10191900078310198,08-Dec-2021 18:58:38
"4 bed house, Leicester","Vaughan Way, Leicester, Leicester, LE1 4SH",From £118 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://media2.jupix.co.uk/v3/clients/656/properties/1358/IMG_1358_21_large.jpg",https://www.accommodationforstudents.com/property/AGT35499_10065600135811357,08-Dec-2021 18:58:38
"5 bed house, Near University","Granville Road, Near university, Middlesbrough, TS13PF",From £95 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A0d208d42-a38c-4a47-b5b5-9da4a3812169/0-1612471705396.jpg",https://www.accommodationforstudents.com/property/123832,08-Dec-2021 18:58:38
"4 bed house, Leicester","Wilberforce Road, Leicester, Leicester, LE3 0GU",From £75 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://media2.jupix.co.uk/v3/clients/1919/properties/1355/IMG_1355_1_large.jpg",https://www.accommodationforstudents.com/property/AGT14214_10191900136110770,08-Dec-2021 18:58:38
"5 bed house, Small Heath","St. Andrews Road, Small Heath, Birmingham, B94NB",From £100 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A9ed89f6b-ea11-4495-a63c-77f37d4426d8/1-1637840395152.jpg",https://www.accommodationforstudents.com/property/255294,08-Dec-2021 18:58:38
"4 bed house, Leicester","Blue Fox Close, Leicester, Leicester, LE3 0EE",From £105 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://media2.jupix.co.uk/v3/clients/656/properties/1335/IMG_1335_12_large.jpg",https://www.accommodationforstudents.com/property/AGT35499_10065600133511334,08-Dec-2021 18:58:38
"5 bed house, Near University","Jedburgh Street, Near university, Middlesbrough, TS12HX",From £99 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3Ab2130d17-d766-4023-9fed-23f4283d16e6/10-1638305243321.jpeg",https://www.accommodationforstudents.com/property/172848,08-Dec-2021 18:58:38
"4 bed house, Leicester","Blue Fox Close, Leicester, Leicester, LE3 0EE",From £99 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/http://media2.jupix.co.uk/v3/clients/656/properties/1502/IMG_1502_18_large.jpg",https://www.accommodationforstudents.com/property/AGT35499_10065600150211501,08-Dec-2021 18:58:38
"5 bed house, Small Heath","St. Andrews Road, Small Heath, Birmingham, B94NB",From £100 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A9ed89f6b-ea11-4495-a63c-77f37d4426d8/0-1638976438203.jpg",https://www.accommodationforstudents.com/property/255429,08-Dec-2021 18:58:38
"5 bed house, Victoria Park","Scarsdale road, Victoria park, Manchester, M145PZ",From £120 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/82320_Main.jpg",https://www.accommodationforstudents.com/property/82320,08-Dec-2021 18:58:38
"5 bed house, Nechells","Bloomsbury Street, Nechells, Birmingham, B75BS",From £110 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A9ed89f6b-ea11-4495-a63c-77f37d4426d8/1-1638975912236.jpg",https://www.accommodationforstudents.com/property/255428,08-Dec-2021 18:58:38
"5 bed house, Newcastle Upon Tyne","Warton Terrace, Newcastle Upon Tyne, Newcastle, NE65LR",From £93 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A55d812e2-1acb-4944-94fc-e263a4e6fe6f/0-1604841209328.jpg",https://www.accommodationforstudents.com/property/251060,08-Dec-2021 18:58:38
"5 bed house, Selly Oak","Hobart Croft, Selly Oak, Birmingham, B74JN",From £110 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A9ed89f6b-ea11-4495-a63c-77f37d4426d8/2-1638975442478.jpg",https://www.accommodationforstudents.com/property/190401,08-Dec-2021 18:58:38
"5 bed house, Nechells","Hobart Croft, Nechells, Birmingham, B74JN",From £100 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A9ed89f6b-ea11-4495-a63c-77f37d4426d8/0-1638975146161.jpg",https://www.accommodationforstudents.com/property/190402,08-Dec-2021 18:58:38
"5 bed house, Newcastle Upon Tyne","Trewhitt Road, Newcastle Upon Tyne, Newcastle, NE65LT",From £93 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A55d812e2-1acb-4944-94fc-e263a4e6fe6f/11-1602250433544.jpg",https://www.accommodationforstudents.com/property/251357,08-Dec-2021 18:58:38
"5 bed house, Arboretum","Alfreton Road, Arboretum, Nottingham, NG73PE",From £129 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/11468_Main.jpg",https://www.accommodationforstudents.com/property/11468,08-Dec-2021 18:58:38
"5 bed house, Near University","Hobart Croft, Near university, Birmingham, B74JN",From £100 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A9ed89f6b-ea11-4495-a63c-77f37d4426d8/3-1638974879203.jpg",https://www.accommodationforstudents.com/property/122142,08-Dec-2021 18:58:38
"5 bed house, Newcastle Upon Tyne","Meldon Terrace, Newcastle Upon Tyne, Newcastle, NE65XQ",From £93 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A55d812e2-1acb-4944-94fc-e263a4e6fe6f/12-1602248453627.jpg",https://www.accommodationforstudents.com/property/251340,08-Dec-2021 18:58:38
"5 bed house, City Centre","Bank Street, City Centre, Lincoln, LN21DS",From £99 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3Ab8b9fe2c-21d5-4eb3-a633-90006ff3f847/0-1638970359459.jpg",https://www.accommodationforstudents.com/property/255427,08-Dec-2021 18:58:38
"5 bed house, Newcastle Upon Tyne","Cardigan Terrace, Newcastle Upon Tyne, Newcastle, NE65NU",From £96 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A55d812e2-1acb-4944-94fc-e263a4e6fe6f/10-1602249192453.jpg",https://www.accommodationforstudents.com/property/251250,08-Dec-2021 18:58:38
"5 bed flat, Highfields","Regent Road, Highfields, Leicester, le16ye",From £125 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A7b74a924-836a-4a2d-a255-d10e091ab736/0-1638962452379.JPG",https://www.accommodationforstudents.com/property/255416,08-Dec-2021 18:58:38
"5 bed house, Newcastle Upon Tyne","Cardigan Terrace, Newcastle Upon Tyne, Newcastle, NE65NU",From £96 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A55d812e2-1acb-4944-94fc-e263a4e6fe6f/1-1603438023329.jpg",https://www.accommodationforstudents.com/property/251301,08-Dec-2021 18:58:38
"5 bed flat, City Centre","Braunstone Gate, City Centre, Leicester, le35gl",From £125 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A7b74a924-836a-4a2d-a255-d10e091ab736/0-1638963787572.jpeg",https://www.accommodationforstudents.com/property/255418,08-Dec-2021 18:58:38
"5 bed house, Newcastle Upon Tyne","Cardigan Terrace, Newcastle Upon Tyne, Newcastle, NE65NU",From £96 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A55d812e2-1acb-4944-94fc-e263a4e6fe6f/4-1602248898319.jpg",https://www.accommodationforstudents.com/property/251256,08-Dec-2021 18:58:38
"5 bed house, City Centre","Wellington Street, City Centre, Gloucester, GL11RD",From £103 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A6fb2684b-5609-4050-9b4f-b356fc88b002/0-1638973098113.jpg",https://www.accommodationforstudents.com/property/255426,08-Dec-2021 18:58:38
"5 bed house, Sharrow","Vincent road, Sharrow, Sheffield, S71BW",From £120 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A41f9db39-528f-4d66-b5c9-622f80e0f73d/0-1637013818635.jpg",https://www.accommodationforstudents.com/property/61035,08-Dec-2021 18:58:38
"5 bed house, Near University","nex to TRAIN STATION, Near university, Preston, PR18JH",From £79 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A8aa9172f-1590-4d68-b777-231da2b48f65/0-1634738010569.jpg",https://www.accommodationforstudents.com/property/124126,08-Dec-2021 18:58:38
"5 bed house, Central","street, Central, Leicester, LE21DP",From £80 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A6a329265-a82e-4b72-b808-78ced55840db/0-1605749456876.jpeg",https://www.accommodationforstudents.com/property/105063,08-Dec-2021 18:58:38
"5 bed house, Walkley","Compton street, Walkley, Sheffield, S65BP",From £55 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3Abe23e27a-e6f6-439b-aff6-2c8217e04912/0-1632994469300.JPG",https://www.accommodationforstudents.com/property/40718,08-Dec-2021 18:58:38
"5 bed flat, University Of Portsmouth","St Pauls Road, University of Portsmouth, Portsmouth, PO54AQ",From £110 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A2bf21245-d078-4427-8e10-cda96cc735c5/3-1602076294808.jpg",https://www.accommodationforstudents.com/property/124131,08-Dec-2021 18:58:38
"5 bed house, Crookesmoor","Fulton road, Crookesmoor, Sheffield, S63JL",From £70 pw,,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-legacy-property-images-prod.s3.eu-west-2.amazonaws.com/43518_Main.jpg",https://www.accommodationforstudents.com/property/43518,08-Dec-2021 18:58:38
"5 bed house, City Centre","Wellington Street, City Centre, Gloucester, GL11RA",From £103 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A6fb2684b-5609-4050-9b4f-b356fc88b002/0-1638972353583.jpg",https://www.accommodationforstudents.com/property/255424,08-Dec-2021 18:58:38
"5 bed house, City Centre","Clough Road, City centre, Sheffield, S14TA",From £95 pw,Bills included,"https://accommodationforstudents.com/cdn-cgi/image/f=auto,q=85,w=375,h=219,fit=cover/https://afs-property-images-prod.s3.eu-west-2.amazonaws.com/protected/eu-west-2%3A14eaed77-8b72-4439-b313-84723bc1592f/0-1608041165561.jpeg",https://www.accommodationforstudents.com/property/110661,08-Dec-2021 18:58:38
